id,title_en,title_es,current_type,current_route,current_level,current_domain,learning_objective,actual_user_action,estimated_minutes,prerequisites,related_concepts,primary_sources,images,interactive_elements,technical_accuracy_status,content_depth,cognitive_load,duplication_candidates,target_route,target_stage,target_type,recommended_action,migration_notes,confidence
codex:prefilter-vs-postfilter-metadata-filtering,Metadata filtering: pre-filter vs post-filter,Filtrado por metadatos: pre-filtro vs post-filtro,codex-entry,/[locale]/codex#prefilter-vs-postfilter-metadata-filtering,,retrieval-ranking,"Your query carries a predicate that keeps under about 2% of the corpus, or k is small: pre-filtering is then the only mode that guarantees k rows.",look-up,1,,rag-retrieval-quality|indexing-tradeoffs,https://learn.microsoft.com/en-us/azure/search/vector-search-filters,schematic:compare,,sourced,4,114,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:mmr-diversity-reranking,MMR (maximal marginal relevance) reranking,Reranking por MMR (relevancia marginal máxima),codex-entry,/[locale]/codex#mmr-diversity-reranking,,retrieval-ranking,"Your top-k inspection shows the same passage arriving as three near-duplicate chunks, so the model reads one fact k times instead of k facts.",look-up,1,,rag-retrieval-quality,https://reference.langchain.com/python/langchain-core/vectorstores/base/VectorStore/max_marginal_relevance_search,schematic:flow,,sourced,4,102,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:graph-retrieval-graphrag,Graph-based retrieval (GraphRAG),Retrieval basado en grafo (GraphRAG),codex-entry,/[locale]/codex#graph-retrieval-graphrag,,retrieval-ranking,"Users ask corpus-wide questions such as what themes run across these 3,000 documents, which no single chunk answers, and the corpus changes rarely enough to amortize one index build.",look-up,1,,rag-as-system|rag-retrieval-quality,https://arxiv.org/html/2404.16130v2,schematic:compare,,sourced,4,108,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:hierarchical-summary-index-retrieval,Hierarchical summary index retrieval (RAPTOR),Retrieval sobre índice jerárquico de resúmenes (RAPTOR),codex-entry,/[locale]/codex#hierarchical-summary-index-retrieval,,retrieval-ranking,"Answers need information from more than one chunk of the same document, and your top-k of leaf chunks each hold a fragment that on its own reads as irrelevant.",look-up,1,,rag-retrieval-quality|rag-as-system,https://arxiv.org/html/2401.18059v1,schematic:stack,,sourced,4,115,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:retrieval-vs-generation-eval,Separating retrieval and generation metrics,Separar métricas de recuperación y generación,codex-entry,/[locale]/codex#retrieval-vs-generation-eval,,evaluation,"Before you touch the prompt: if the end-to-end score dropped, check retrieval first, because the generator cannot ground an answer on a chunk it never received.",look-up,1,,rag-as-system|eval-first-mindset|llm-judge,https://arxiv.org/html/2309.15217v2,schematic:compare,,sourced,4,124,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:recall-at-k,Recall@k,Recall@k,codex-entry,/[locale]/codex#recall-at-k,,evaluation,"When a reranker or a generator can only work with what it receives: measure recall at the exact k you feed downstream, before spending money on either stage.",look-up,1,retrieval-vs-generation-eval,rag-retrieval-quality|eval-driven-dev,https://www.elastic.co/docs/api/doc/elasticsearch/operation/operation-rank-eval,schematic:flow,,sourced,4,108,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:mrr-and-ndcg,MRR and nDCG,MRR y nDCG,codex-entry,/[locale]/codex#mrr-and-ndcg,,evaluation,"MRR when a single right answer ends the query, as in lookup or jump-to-document search. nDCG when relevance is graded and several passages matter, which is the RAG case for any k above 1.",look-up,1,recall-at-k,rag-retrieval-quality|delivery-metrics-without-goodhart,https://amenra.github.io/ranx/metrics/,schematic:compare,,sourced,4,147,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:context-precision,Context precision and context relevance,Precisión de contexto y relevancia de contexto,codex-entry,/[locale]/codex#context-precision,,evaluation,"When the prompt truncates context or the model degrades on long inputs: context precision falls when relevant chunks sit low in the list, a defect recall@k cannot see at all.",look-up,1,retrieval-vs-generation-eval,rag-retrieval-quality|llm-judge,https://docs.ragas.io/en/stable/concepts/metrics/available_metrics/context_precision/,schematic:flow,,sourced,4,130,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:faithfulness-groundedness,Faithfulness (groundedness),Fidelidad (anclaje al contexto recuperado),codex-entry,/[locale]/codex#faithfulness-groundedness,,evaluation,"Your answers cite retrieved documents, and one wrong sentence stated with confidence is a real incident rather than a cosmetic defect. Reach for it when retrieval scores already look fine and users still report invented details.",look-up,1,,llm-judge|rag-as-system,https://aclanthology.org/2024.eacl-demo.16.pdf,schematic:flow,,sourced,4,130,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:answer-relevance-metric,Answer relevance (response relevancy),Relevancia de la respuesta,codex-entry,/[locale]/codex#answer-relevance-metric,,evaluation,"Users report that answers wander, restate the question, or bury the point, while faithfulness stays high. It also catches an answer that covers only one half of a two-part question.",look-up,1,,llm-judge|rag-retrieval-quality,https://docs.ragas.io/en/stable/concepts/metrics/available_metrics/answer_relevance/,schematic:compare,,sourced,4,125,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:golden-set-construction,Golden set (labeled evaluation dataset),Conjunto dorado (dataset de evaluación etiquetado),codex-entry,/[locale]/codex#golden-set-construction,,evaluation,"Before you tune a prompt or swap a model, because without a fixed labeled set every comparison is anecdote. Also the first time two people disagree about whether a given output was acceptable.",look-up,1,,eval-driven-dev|eval-first-mindset,https://docs.ragas.io/en/stable/howtos/applications/align-llm-as-judge/,schematic:flow,,sourced,4,149,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:llm-judge-human-agreement,Validating an LLM judge against human labels,Validar un juez LLM contra etiquetas humanas,codex-entry,/[locale]/codex#llm-judge-human-agreement,,evaluation,"Any time a judge score will gate a deploy or land in a report someone acts on. The usable bar in practice is agreement with the expert at or above the human-human rate on the same items, 81% in MT-bench.",look-up,1,golden-set-construction,llm-judge|eval-as-org-capability,https://arxiv.org/pdf/2306.05685v4,schematic:flow,,sourced,4,150,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:rag-failure-taxonomy,The seven RAG failure points,Los siete puntos de falla de RAG,codex-entry,/[locale]/codex#rag-failure-taxonomy,,evaluation,A RAG answer is wrong and you need to know which stage to instrument before you swap the embedding model.,look-up,1,,rag-as-system|rag-retrieval-quality,https://arxiv.org/html/2401.05856v1,schematic:flow,,sourced,4,111,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:rag-missing-content,FP1 missing content,FP1 contenido ausente,codex-entry,/[locale]/codex#rag-missing-content,,evaluation,The retrieved chunks are on topic and none of them states the specific fact the user asked for.,look-up,1,rag-failure-taxonomy,rag-as-system,https://arxiv.org/html/2401.05856v1,,,sourced,3,98,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:rag-missed-top-ranked,FP2 missed the top ranked documents,FP2 el documento quedó fuera del top ranked,codex-entry,/[locale]/codex#rag-missed-top-ranked,,evaluation,recall@k on your labelled set is below your answer accuracy target and the gold chunk sits at rank 20 or lower.,look-up,1,rag-failure-taxonomy,rag-retrieval-quality,https://arxiv.org/html/2401.05856v1,,,sourced,3,107,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:rag-not-in-context,FP3 not in context,FP3 fuera del contexto,codex-entry,/[locale]/codex#rag-not-in-context,,evaluation,Retrieval logs contain the right chunk id and the prompt you actually sent does not.,look-up,1,rag-failure-taxonomy,rag-as-system,https://arxiv.org/html/2401.05856v1,,,sourced,3,91,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:rag-not-extracted,FP4 not extracted,FP4 no extraído,codex-entry,/[locale]/codex#rag-not-extracted,,evaluation,"You pasted the exact prompt into a playground, the answer is visibly in it, and the model still misses.",look-up,1,rag-failure-taxonomy,prompting-as-incontext,https://arxiv.org/html/2401.05856v1,,,sourced,3,99,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:rag-wrong-format,FP5 wrong format,FP5 formato incorrecto,codex-entry,/[locale]/codex#rag-wrong-format,,evaluation,"A downstream parser consumes the answer, so a shape violation breaks the next job instead of only looking odd.",look-up,1,rag-failure-taxonomy,prompting-as-incontext,https://arxiv.org/html/2401.05856v1,,,sourced,3,109,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:rag-incorrect-specificity,FP6 incorrect specificity,FP6 especificidad incorrecta,codex-entry,/[locale]/codex#rag-incorrect-specificity,,evaluation,Reviewers keep marking answers as technically correct and not useful for the question that was asked.,look-up,1,rag-failure-taxonomy,rag-as-system,https://arxiv.org/html/2401.05856v1,,,sourced,3,106,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:ragas-noise-sensitivity,Noise sensitivity (Ragas),Sensibilidad al ruido (Ragas),codex-entry,/[locale]/codex#ragas-noise-sensitivity,,evaluation,You need a number for FP4: good chunks were retrieved and the answer still carries claims the reference does not support.,look-up,1,rag-not-extracted,eval-driven-dev|rag-retrieval-quality,https://docs.ragas.io/en/stable/concepts/metrics/available_metrics/noise_sensitivity/,schematic:compare,,sourced,4,113,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:agent-run-as-span-tree,An agent run as a span tree,Una corrida de agente como árbol de spans,codex-entry,/[locale]/codex#agent-run-as-span-tree,,evaluation,An agent loops or stalls and the total wall time is not enough: you need to see which tool call repeated.,look-up,1,,ai-observability|concrete-agent-orchestration-patterns-and,https://raw.githubusercontent.com/open-telemetry/semantic-conventions-genai/main/docs/gen-ai/gen-ai-agent-spans.md,schematic:stack,,sourced,4,115,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:otel-genai-semconv,OpenTelemetry GenAI semantic conventions,Convenciones semánticas GenAI de OpenTelemetry,codex-entry,/[locale]/codex#otel-genai-semconv,,evaluation,Two or more services call models through different SDKs and you want one token and latency panel across all of them.,look-up,1,agent-run-as-span-tree,ai-observability|observability-high-cardinality,https://raw.githubusercontent.com/open-telemetry/semantic-conventions-genai/main/docs/gen-ai/gen-ai-metrics.md,schematic:compare,,sourced,4,91,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
